,investment title,surrounding sentence,ontology attribute,similar pair,Sorensen
504,Variable Life Insurance,mortality and expense M&amp e risk fee,risk,M&amp e risk,0.5
505,Variable Life Insurance,mortality and expense M&amp e risk fee,risk,e risk fee,0.5
506,Variable Life Insurance,they help cover the risk the insurance company assume with respect to the policy,risk,risk,1.0
507,Variable Life Insurance,they help cover the risk the insurance company assume with respect to the policy,risk,the risk,0.6666666666666666
508,Variable Life Insurance,they help cover the risk the insurance company assume with respect to the policy,risk,risk the,0.6666666666666666
509,Variable Life Insurance,they help cover the risk the insurance company assume with respect to the policy,risk,cover the risk,0.5
510,Variable Life Insurance,they help cover the risk the insurance company assume with respect to the policy,risk,the risk the,0.5
511,Variable Life Insurance,they help cover the risk the insurance company assume with respect to the policy,risk,risk the insurance,0.5
512,Variable Life Insurance,risk might include that the policy owner may die sooner than expect that administrative and sale cost be higher than expect and that policy owner behavior do not match the insurance company 's expectation,expect return,expect,0.6666666666666666
513,Variable Life Insurance,risk might include that the policy owner may die sooner than expect that administrative and sale cost be higher than expect and that policy owner behavior do not match the insurance company 's expectation,expect return,expect,0.6666666666666666
514,Variable Life Insurance,risk might include that the policy owner may die sooner than expect that administrative and sale cost be higher than expect and that policy owner behavior do not match the insurance company 's expectation,expect return,than expect,0.5
515,Variable Life Insurance,risk might include that the policy owner may die sooner than expect that administrative and sale cost be higher than expect and that policy owner behavior do not match the insurance company 's expectation,expect return,expect that,0.5
516,Variable Life Insurance,risk might include that the policy owner may die sooner than expect that administrative and sale cost be higher than expect and that policy owner behavior do not match the insurance company 's expectation,expect return,than expect,0.5
517,Variable Life Insurance,risk might include that the policy owner may die sooner than expect that administrative and sale cost be higher than expect and that policy owner behavior do not match the insurance company 's expectation,expect return,expect and,0.5
