,investment title,surrounding sentence,ontology attribute,similar pair,RatcliffObershelp
1382,Stocks,additional information account open a brokerage account brokerage order buying and selling stock market center holding you security Microcap stock stock split reverse stock split stock hold in Street name trade execution rule you brokerage firm must follow voting rights Exercise you voting rights in corporate election investor bulletin american depositary receipts investor bulletin after hour trading,risk,rights,0.6
1383,Private Equity Funds,unlike mutual fund or hedge fund however private equity firm often focus on long term investment opportunity in asset that take time to sell with a investment time horizon typically of 10 or more year,time,time,1.0
1384,Private Equity Funds,unlike mutual fund or hedge fund however private equity firm often focus on long term investment opportunity in asset that take time to sell with a investment time horizon typically of 10 or more year,time,time,1.0
1385,Private Equity Funds,unlike mutual fund or hedge fund however private equity firm often focus on long term investment opportunity in asset that take time to sell with a investment time horizon typically of 10 or more year,time,take time,0.6153846153846154
1386,Private Equity Funds,unlike mutual fund or hedge fund however private equity firm often focus on long term investment opportunity in asset that take time to sell with a investment time horizon typically of 10 or more year,time,time to,0.7272727272727273
1387,Private Equity Funds,a typical investment strategy undertake by private equity fund be to take a control interest in a operating company or business the portfolio company engage actively in the management and direction of the company or business in order to increase its value,portfolio diversification,portfolio company,0.6190476190476191
1388,Private Equity Funds,information about a private equity fund 's adviser that be register with the SEC be available here,availability,available,0.7619047619047619
1389,Private Equity Funds,information about a private equity fund 's adviser that be register with the SEC be available here,availability,be available,0.6666666666666666
1390,Private Equity Funds,information about a private equity fund 's adviser that be register with the SEC be available here,availability,available here,0.6153846153846154
1391,Private Equity Funds,accredite investor and qualified client include institutional investor such as insurance company university endowment and pension fund and high income and net worth individual,time,income,0.6
1392,Private Equity Funds,pension plan and insurance company may invest some portion of they large portfolios in private equity fund,portfolio diversification,portfolios in,0.631578947368421
1393,Private Equity Funds,pension plan and insurance company may invest some portion of they large portfolios in private equity fund,portfolio diversification,portfolios in private,0.6086956521739131
1394,Private Equity Funds,illiquidity because of they long term investment horizon a investment in a private equity fund be often illiquid and it may be necessary to hold a investment in a private equity fund for several year before any return be realize,expect return,return,0.631578947368421
1395,Private Equity Funds,illiquidity because of they long term investment horizon a investment in a private equity fund be often illiquid and it may be necessary to hold a investment in a private equity fund for several year before any return be realize,expect return,any return,0.6086956521739131
1396,Private Equity Funds,illiquidity because of they long term investment horizon a investment in a private equity fund be often illiquid and it may be necessary to hold a investment in a private equity fund for several year before any return be realize,expect return,before any return,0.6
1397,Private Equity Funds,illiquidity because of they long term investment horizon a investment in a private equity fund be often illiquid and it may be necessary to hold a investment in a private equity fund for several year before any return be realize,factor affect return,before any return,0.6486486486486487
1398,Private Equity Funds,illiquidity because of they long term investment horizon a investment in a private equity fund be often illiquid and it may be necessary to hold a investment in a private equity fund for several year before any return be realize,factor affect return,before any return be,0.6
1399,Private Equity Funds,private equity fund typically impose limitation on investor 's ability to withdraw they investment,availability,ability,0.7368421052631579
